title,price,condition,link
Lot 5 Pairs Classic Dress Socks Men's Sport Socks Cotton Fashion Crew Solid,9.98 to 11.98,Brand New,https://www.ebay.com/itm/294905011973?hash=item44a9b55f05:g:SXMAAOSwghZiS8X1&amdata=enc%3AAQAHAAAA0AWozttlHKTa5duXTSjGIHmzGcsJkHzBtLYXUFdvQVq1n2Iq1VTGh5uiuvSS6h1WCIGrCvIt121wPYUMStp3Qact3H9rqOB0rCrjscx%2FfBsT80933ct%2BdtFtJGGqvMBb5gwfmyaZbbhO7Y%2BGTUQjQyit%2BZfr25tJCgikzavQRsFjf4yGxT0yx3gycLJgFxnfDfAi%2F3d6fQQmaBXXTFwoNYZ1koq8aRHes7sgo96qSt%2Fdcdfd0kEu%2BkzUIHz0%2F7SDqkFPgt5LShKtHkhizZMg%2Bis%3D%7Ctkp%3ABFBM8q35k99h
3-12 Pairs Mens Plain Solid Cotton Sports Ankle Athletic Socks Low Cut Size 9-13,5.88 to 16.88,Brand New,https://www.ebay.com/itm/144876375832?hash=item21bb4e0f18:g:4ogAAOSw2rpjrLX3&amdata=enc%3AAQAHAAAA4Bg7MJ3lmutYZd6BW9kT6Bpf5jFHi%2FV0jdvwwEC3DlRNlYWdsW7aEst4Kxqv1zwLBhbADoq8TODbR6gDoDFRfjiK0dlOnjyj%2BvEY3WVlgv4nRazGceB7J8W1SSQxS2IO3teq3M4dptW8jD8KMu2WX2tETeQ7Do4eDlT%2FHSBUq%2F3X3hJqkEaRwEpAfMF3jtg0mtlyFasf8NjlGEhePMxL%2FjMlrPnsSayFzCe5jrF15%2FRwoUXUq6u5AAZpcaf5l7rTedhlP3Teihm30FFmvXNW3jGAG3N6mVImvm5yWe%2FTQtLh%7Ctkp%3ABk9SR_Kt-ZPfYQ
Lot 3 6 12 Pairs Men's Circulatory Diabetic Crew Socks Size 9-11 10-13 13-15,6.99 to 18.99,Brand New,https://www.ebay.com/itm/253488900899?hash=item3b051dab23:g:QzwAAOSwipdaqHNV&amdata=enc%3AAQAHAAAAwJArlKeaH%2F2VryqSRSep%2BvUEGbVh6lK4NwcurNmAS9KZz149KmIRM6jwOGS2QGOi2TACVX0tu99RA0hhppcc25fSwAtK58hc3zXSp8jLVAiDQiDn0i7Ol9Wm6NKpWibs7r60kmrZY7xzOXI%2B4JEB02%2FIqx1vmmjGvk2ZilMGjEatyk%2BbpouGOP91YkuttcoRtCalPvbgGlkn2Nxz3B4gkAVxWuzKUT4BpTyAIs5qSrWyJMUHbxwC9H7TzJduJcJ4HQ%3D%3D%7Ctkp%3ABk9SR_Kt-ZPfYQ
Authentic NIKE /  CREW Socks / 6 Pack / Men's  8-12  / Everyday Plus / BLACK,25.00,Brand New,https://www.ebay.com/itm/144956979866?epid=7045226705&hash=item21c01bfa9a:g:CIYAAOSwoVtj9e-6&amdata=enc%3AAQAHAAAAwJYVVzXa2wRsXUXl3Rrq4GqEBuitqZBVb2rve0qqseKGpmcPe3%2BInUUunNFaxVjDzWtGP%2Bo%2F%2BK6eoBMg%2BWZnTwHnHJJRBf%2Fx%2Fb%2BkW%2Fv8qEc4jTl4jGbrhELnJTI03fMPwitnerUKfGyH%2B4UQyXxdgmk47jXvt%2BKPPdgiBSDnIZUF0MoH0bFR1eAjUuUsJLjf3TJTTNAeCw0xK0%2BfEti79cHz6JiRi1Wh8hyum6%2BiO5RwUVOi8g5T0NOu3XPB8c4zkg%3D%3D%7Ctkp%3ABk9SR_Kt-ZPfYQ
(5 Pairs) Compression 15-20mmHg Graduated Support Socks Calf Mens Womens S-XXL ,12.99 to 13.39,Brand New,https://www.ebay.com/itm/283581994948?hash=item4206cdd7c4:g:zosAAOSwL0tdVdn6&amdata=enc%3AAQAHAAAA4IMUF2amqzQEG5avyDnanxA%2BzkHIszyVLZ2Fj%2BY7TPMZ2LcwDL64E4Zbs3TS7M6sOlQ9NRKRvgPgRnqm%2FeO7NrFvJD9x0JsavEf2e8imLcT%2F1HuObnATon26jntnDoeXCIs67XxRaCw406VjcK74j14Rk7cbZ10Y9md%2FDWVDE5C0u6Em%2FvPRI%2Bj1%2BsLcZ1kLoGZLwa4tSr4pf38S3bkXkc8xycBIwDzXpL5jgdvXYR%2B%2BUoUJxhf%2B5EHY0vRGGywJ6%2FRvJrxISPJ8i66gthd%2BCty3DaV%2FeBBfrtMvNqMKaJ7%2B%7Ctkp%3ABk9SR_Kt-ZPfYQ
3-12 Pairs Ankle Quarter Crew Mens Sports Socks White 2 Tones Cotton Size 9-13,5.99 to 15.99,Brand New,https://www.ebay.com/itm/163073231466?hash=item25f7ec0a6a:g:xpUAAOSwWe1bDv0f&amdata=enc%3AAQAHAAAAwFj%2FE%2Fa3Bs0ufyuJ5pqPM5Zk%2BKAS5Dm1BqjdJckd11ynp4oqgqPiuJhOmWlHLOeUxNBlAis9%2ByHUVWCJn3HHZm8RiyGdQMjW3%2FKJmuUDsOFvfnIkVZUPfkDERw8qREtFEpA3EtIl9C5J4x%2FCKbS6y%2F1NyYltbB6fO4Yc7IA%2FO%2F1v5FsgkyK7vgVOIMiOUjE3MC0YFfYWOLsGi6gurk0C0A9peDFI9Z949HkBah5j6o754RApCddmqjS28mGkLBbgSQ%3D%3D%7Ctkp%3ABk9SR_St-ZPfYQ
(3 Pairs) S-4XL Compression X Socks Knee High 20-30mmHg Graduated Mens Womens ,7.94 to 16.99,Brand New,https://www.ebay.com/itm/172327865852?hash=item281f8a8dfc:g:1BgAAOSwonph-yNU&amdata=enc%3AAQAHAAAAwMD9PSipP501oGqehxTJeuaFgupkADiCJ6pdh392CZYQAEd7%2B9afzIcp7SOVPSd0Bh%2FqUfvBFGWaTuDhI9AJSh%2FWvtRo39PvCOTWovI97lpocGCLrUWX7XRfO0KIDmtzhvxxHrnpnzsp9FKkqveon12Ma%2BMJShuuU1VdtCHXdyuhLkv1aKPH%2BTREG6cSWGWYBXU%2FP9BdJTVXexnUv%2FB7iepRiqPZnU2D6l0z%2B0uRZvAotbWN5wGnsscNViUWdJseBg%3D%3D%7Ctkp%3ABk9SR_St-ZPfYQ
BAMBOO SOCKS Natural Comfortable Soft Quality Casual or Dress for Men Women All,17.99 to 48.00,Brand New,https://www.ebay.com/itm/283256427499?hash=item41f36613eb:g:GeAAAOSwsWBf4GmC&amdata=enc%3AAQAHAAAA0G0J%2FMAKftIyqKebVaqO70ICFzLeFKeMLAZmF2qMeHkO%2FegjyBhDEDazin97B%2BU847XkpHRQADzesnflJBu%2BPPvP6R0KwGeVFzemsmTwMPoC%2BAtOvlHKNv4qkcvgMWItwwh%2FbxQGzWObEn9SLlhe0A8A2EET7hFgW0kmnrQ0l4CVuPv3U3WIMv%2BLXyvp00DGj8qn5eyoFrSoPg9AsM%2Bb7ZvjvZpcwacUx97fKDYbikGCbuyyxAgssuW6SaOAONLRPFey%2Bluzb6UNgTreYqBg4wg%3D%7Ctkp%3ABFBM9K35k99h
Gelante Men's Dress Socks Funky Fashion Casual Cotton 12 Pairs size 10-13,15.95 to 18.95,Brand New,https://www.ebay.com/itm/122918029740?hash=item1c9e7c49ac:g:CAUAAOSwZqlcQ4EG&amdata=enc%3AAQAHAAAA0BW111hH%2FuJHaIUWQSF%2B9MoFXQSLeExsIzT0F0x6heqJ1fjOMI7yg2KiN%2F18FdFlPL4NiaVZfa4pP4sq7twYpn5kwBaEfomP15pAPse%2BMrG%2BljY6DaUc16R%2BQ64yOQ%2FOyoqfFKjk1FI6%2F5vrjXhOrVVpgkNqM%2BQtqmf%2B1btxuoDNEUUsLuqKw1Rjyx307mV71QHYKOrARx3DF6G%2B6rENXRx6dSrCgCvwYAiHjLhZ8cnonY73SX4v89crUxhj86gJeDdc%2BZrOJS6sIP62r1qoWmc%3D%7Ctkp%3ABFBM9K35k99h
Mens NIKE Everyday Performance PLUS ANKLE Socks Pick 1 - 3 - 6 Pairs Dri Fit NEW,9.77 to 37.14,New (Other),https://www.ebay.com/itm/234630819754?hash=item36a1162faa:g:2msAAOSw45ZhBAwI&amdata=enc%3AAQAHAAAAwEJS5FuA9ShjsFNsR5swgLg3xWjc8kvOYdk4kObVIV%2Fewk7ipgkzExASrXFTx2lYrcC%2FKGllZ6cFiSuR2jl7BUXCNX0CWlrgFvnfRllp3ovM2Tn2T7t4DZYht6um%2F6McSnet%2BgIpa%2BL8sJQozJBPkjfGgfxitPzUxZ6M%2FgmzcgQJCSZuk9HV2ffm8zpHHMsa4V8IuMvXEngDpflKr54BJp5yCucoQsyv1egCRVC96ZhSqbk63FC1EBE6wNSUo%2F6ASQ%3D%3D%7Ctkp%3ABk9SR_St-ZPfYQ
Stance MLB Diamond Pro OTC Socks,15.39,Brand New,https://www.ebay.com/itm/144494737321?hash=item21a48eb7a9:g:4mAAAOSw7OBi4cuM&amdata=enc%3AAQAHAAAAwD6z1q8K2xYuynDqKyoikRgmMRTvcRsPMFPgOT4I%2BTdWZYKfrv0KkhB82XwtbyTWEOiNf2cBbmwU9gw9YR9BGQNTNYL1xhBK%2BhW7ObM2csuGCWJo3Y8IF1SfEsFJ1H9tqNSisBRG0I6qNsWU1iP5y3soGrwjhlIp45ZenA6IHB9wqIAACyjNrb76fAPJfJS7uI905gLlT3zTtmyqzsWS1QEQsF3rGERpDKBcy7pLK701dq%2BeM9Eq8Z8HSxLUIbEBKA%3D%3D%7Ctkp%3ABk9SR_St-ZPfYQ
3 Pairs Winter Merino Lambs Wool Heavy Duty Thermal Boots Socks For Mens 10-13,11.89,Brand New,https://www.ebay.com/itm/153968210977?hash=item23d9387421:g:YTwAAOSwCRhd1Ftb&amdata=enc%3AAQAHAAAAwK0%2FdHHc%2Bgr1ueE1P1065KKOB3S4FNDp93qJMgSXZWCIHtM3pCmK%2BUAFs5ZPR10%2B7TpXu3mCaEimNveGtaYGv%2FJO%2FT4jTRNChC3%2Fs8sXyGg%2BjGAEnwdaloqy33lhIsS3HD5frffzyHytPCOR14poYD1wThZMigYAsoW%2BQ9OiyW7ymgnEGH%2BPy05lj%2BTNE1cH6htBppbrP37WY10qWnAhWccr5EoIuloN%2B43wc%2BX3%2Bulyzihmd7UHFVsHeNY0d25gyw%3D%3D%7Ctkp%3ABk9SR_St-ZPfYQ
USOA Military Boot Socks Mens Calf Length Anti-Microbial 3 pair USA Made New,14.98,Brand New,https://www.ebay.com/itm/302543138178?hash=item4670f9ed82:g:8~IAAOSwB4BaGcpd&amdata=enc%3AAQAHAAAA4KD5KaZn7gf1ZOj9tIqx4dwcZBvWwJr%2FTZDAb%2Bmllwc31jaJOnodE0YfyTIhUAyRAXqn%2BDp8QbKqKbhT30rKL89ZJPXr88UuwhC7DN7J5DndRtQ4NJQO4HjL7b2VBKJ3Dff3xHyTJmb1XXGHhjrpsf4WsVB4wZDM%2BsVUfigqR1H7nqVN%2Bx4rc5s4IEvDlEWCr7qNzVME05baRZFpPZjW8ha%2B47gUpi4N2ZGPap8rJi8ke2BEddxiXxJJ%2BzPR1sYxlMRUKOUehfX233ongg69HGT9Z73sQrFputzAhE%2Bue6C4%7Ctkp%3ABk9SR_St-ZPfYQ
Champion Crew Socks 6-pairs Men's Athletics Logo Pack Extra Cushioning 3 Colors,15.00,Brand New,https://www.ebay.com/itm/303685922505?hash=item46b5176ec9:g:viEAAOSwVtFgJNvw&amdata=enc%3AAQAHAAAAwBxm%2BULbk3YKZK56gkYhD3gOWt%2BXlHI1TN6cNwtRN2sSON3YjTEWbwDIGRdUvaeLbL29%2BPDmn3Uw1ENiK0Twz9ydMwa3%2Ba2UlDy3ixIS7ixJOxb01aH3DBbj1X9IPZDbdQP8IVhCFx4OPo46mh9VZWf3Uzr%2B%2FPPjjGSnXSf3IdtnIzMFnJpZtkr%2FmNuFezABDgKJTMRFTJLUxefDFYowDCGYnByAxH4fR1Yiqf8kI%2BjIj2XWfdw9WV4CMVCDrUjCVQ%3D%3D%7Ctkp%3ABk9SR_St-ZPfYQ
Pro Feet Multi Sport Sock Team Soccer Baseball Softball All Athletic Knee Socks,8.23,Brand New,https://www.ebay.com/itm/252587177664?hash=item3acf5e76c0:g:J4EAAOSwkxteK3F9&amdata=enc%3AAQAHAAAA4GfR3cODrSOtQM3zbx8lQlG6Bmn65wddDv97puF1cGyPPdv8ZWAMX5wV%2FmyHHsxm8PruJqsh0gDnS7I6kbNWEiVlBsiTEBBD78MtTiRNkmDb%2BZtC4k2sj6i%2FKOcIeVd0twYG0NLBgbdzhHfuE0i%2FkildtDcRMHBoEzUGXFcGE65Y9v%2FMqtFp%2FQZWk7brYAT5yGQCqDuaW4YRuN%2B3D%2Bo8URFxDM%2BhhIYQEfwaFBGFkfCZBWZoVyjprf0MlxnYP0tVkfUi9DH0smMK6NgKgDXYkmTji54dCQzh1TolU6Jsopwy%7Ctkp%3ABk9SR_St-ZPfYQ
3-12 Pairs Diabetic Ankle Quarter Crew Socks Health Cotton Men Women Circulatory,7.49 to 18.99,Brand New,https://www.ebay.com/itm/321430966865?hash=item4ad6c75251:g:1jsAAOSwSANa63Rh&amdata=enc%3AAQAHAAAAwCM8tz9igjVuJ8vVH04iNirC0plOxo4EEqEqdQCXCI%2BGhNZssqauhW6w1dPswx%2Ff5BTNwSE8%2BM%2Bt%2Fw5Y%2FDzcan3oVtDbvQGcEwmpxCG4cuSnOKscONZ0Qo%2FPsFsgqa1QDYGb5DkHtbnXeYT998W2ECV8oN8suCMkwbUsrEdcp1iT%2Bl0zMl7C%2B0wxDR15YRFI%2B%2BwQOxC112xYHB262fnbAlz5a0uhUo51c2zIDXxK4IvPlV3ZJ43bDsLEib3S%2BAM8FA%3D%3D%7Ctkp%3ABk9SR_St-ZPfYQ
Stance Icon Quarter Socks 3 Pack,20.99,Brand New,https://www.ebay.com/itm/144614982478?hash=item21abb9834e:g:P6EAAOSwyCJi1uxb&amdata=enc%3AAQAHAAAAwJwbzARjBscGxwyksMDfg0YdBuSsJ4rLszZbXL%2Bg0GycSuyiVSetGuNEo78SG0qhch%2BFN%2ByuCebg%2BggslxX9PmGcgZXLR2tsvnv4kIpDD%2Bm03fT9m47DPsVRrGQt%2FfvmxdcznIUEDVPvRazuIWpxdPKsIl949tLLZjBxHzI4Q6HL6WNKUsrtrrVNAvl780UMv6sD3arWpNf90zjD6XLzI%2BdrngCES251if3%2F%2BaJ59Zi24bB5XjEzfdRoZ4tHGK%2F%2ByA%3D%3D%7Ctkp%3ABk9SR_St-ZPfYQ
3-12 Pairs Mens Solid Black Cotton Casual Formal Classic Dress Socks Size 10-13,6.99 to 14.99,Brand New,https://www.ebay.com/itm/154826372908?hash=item240c5ef72c:g:mzwAAOSwe8ph~FpY&amdata=enc%3AAQAHAAAAwOpMFJYwU9wnvjrsWVHcmABfb7zBnkPnKBOZMPkUfm7kkOkgmoU1b%2BG5%2BeoH9Y2fg5eN8U4Qms1ioa8Io5UCYPFMBAK75g%2BcSrT0ts6DTCXY3FQtr1Qpl0MTcN7N%2BMk966180Kv0wMaIEutNfC9flZ0UKOF2bZh8xsKPSto54ITa%2BZluvcJjVmsI2kzmgbU8i2HJFQvv0b9kcmz4S30kzUMt1wRCBn1EMtmVQVlzHqQ9Pf228GlvHPSxbQPlE%2FrL5A%3D%3D%7Ctkp%3ABk9SR_at-ZPfYQ
"Hanes Premium Classics Men's Cotton Socks, Crew, White, Black size 6-12",11.99 to 20.99,Brand New,https://www.ebay.com/itm/394381041947?hash=item5bd2f1211b:g:HTgAAOSwhCNjm-bo&amdata=enc%3AAQAHAAAAwIXEwl0ZcscHYdJ%2FUiR7V6mo8P6jVj0KxL0dhtcblIrgwRwXwWwqgfwqNaBSTGYtY%2F3f0UXhx%2FiiYelGIllIRa42uYtpe90GCIAKNPF0dTKi20lf1gdKamy8pR1A0pKkTJv4RCbmVkHJi%2FPgxqxx%2BiJtZCm%2FEPAujCAsdoyTWmEsAoreKMOs1c%2BbPrjooRqn7m2zzD5a6XJc2TjBAqQN415LO8bm1BKeZiYYGc9TX8tPNX43QYQebRyUkVSnAp6z3A%3D%3D%7Ctkp%3ABk9SR_at-ZPfYQ
Bombas Calf Crew Socks 5 Pair Unisex Size Medium Men's 6-9 Women's 8-10 1/2,19.95,Brand New,https://www.ebay.com/itm/403999556477?hash=item5e1040037d:g:-HUAAOSwLOJjdRPi&amdata=enc%3AAQAHAAAA4IbprAXimfBb0LM00JwnQEeVuC5eXQO9KO1Wps50FFHMUwDfewJjpQO2gnfYZdKe%2B7GGiVjUOPkEqzM8lEu2EtEziFYy3oheIjwkyWWpq66KwXucSrwmLNa1NJnMLVzyZ120KA1fnWapVLZRwxcyHSN46fIg%2F59DvDdMWwkJPNQ%2BI%2BLK4XrRDuAPdYgAwXvYU%2FU7udPPwH8jLE%2FcfTeW7IgEEPucdp77jkuSRnZbLe4RxTbC8wIVcjzDpsPvkHCMsheaF%2FUPeqlmrI9NgjW%2BrmmQEJcIcyIaWWdGVtWeU7mP%7Ctkp%3ABk9SR_at-ZPfYQ
Mens NIKE Everyday Performance PLUS LOW Socks Pick 1 - 3 - 6 Pairs Dri Fit NEW,10.95 to 43.69,New (Other),https://www.ebay.com/itm/234098626107?hash=item36815d8e3b:g:xQ0AAOSw9MRg-G-P&amdata=enc%3AAQAHAAAA4Ko2q0%2FbCn3SmPOAiFAB9pYiLh5b57WFO4hQwCDq2Sp%2Ble2T9A9MGJ5tf0DuzLDXDV1M%2FAB1WER0VHfrVhUpDlOetGUB4GrPrjFEW8kZIrluBDiJfuggwURyxaAYyCkmrNijs5vOpfpytrw1ca7gfVWEP90ar5rPAnu0ohRFWrZ%2FEHacvPXMrGCN7W%2FObdb%2BjLVv0ESMGqwwkHpWpwltoFhE81SrTkL8z090yN4q0JKxFfUS37z2WTnY0uC0BQ%2FTthIuqAUjCbXEdnSG0g9f8kjeBM%2BMvOJpL1VcUAiQBY7P%7Ctkp%3ABk9SR_at-ZPfYQ
3-12 Pairs Mens No Show Invisible Nonslip Loafer Solid Boat Cotton Low Cut Socks,5.99 to 13.99,Brand New,https://www.ebay.com/itm/154877295890?hash=item240f67fd12:g:byUAAOSwuc9iHozk&amdata=enc%3AAQAHAAAAwDncqjcfY69NU8SNi5aN8XX%2B9chXg%2BuydGp3%2Bp%2BIFCYyldliLGJbXPjHDaWQmzQT2OgX9QOvcSTZkH3zapG2KsjwsT9heGAtk9jwYM%2FrZ58bKKUVcYL6wP9Eudfnb%2BBbgTDmS81hB3uYqpIgkK5Xun6Unttoodl94UJR4nWmR5y%2B7tNSFzhkvAe6iJus3KuW0aU%2FSyDhFG8vx2X6sYO5tTOEc%2FViVM6tR4wU1jFcuA9AUOCApsI7SLe%2FveNTDr6lWg%3D%3D%7Ctkp%3ABk9SR_at-ZPfYQ
Lot 6-12 Pairs Mens Womens Leaf Weed Marijuana Cotton Ankle Casual Low Cut Socks,7.79 to 11.99,Brand New,https://www.ebay.com/itm/331671305971?hash=item4d39267ef3:g:YA4AAOSwpp9aynJI&amdata=enc%3AAQAHAAAA4Oxpp5TH1qN2yk0hD%2B6XtMN7M5qDcQJQwS%2FTqAywO%2F%2BZR8ip7SD7HynKMJqhzFoUEb0MTxUFYWP63ggcbjslScuYDXCPlsOoeSD6MfRCA5tLmG0Dgf6LEYnhKiIgYUbkotZOw2iWzqWpw6sBgU%2BWjEGKKyDhDpiPy8p1eYCQTOqGDedImzSySc9dET1RS6U9aWuu0CN6s78URSC00Rk0dByqLypLYAEC7EkItkYFy9ptL8xgImyPzWXo57Py%2FGoDguJGm%2F6Slcgp5u20i8NsIrbwvTeQf6SNgnm4nBegQlSo%7Ctkp%3ABk9SR_at-ZPfYQ
Nike Elite Socks Men's Extra Large 12-15 Black Gray Football Pair New with Tags,7.49,Brand New,https://www.ebay.com/itm/304834357350?hash=item46f98b2866:g:JoYAAOSw26ZkC2yX&amdata=enc%3AAQAHAAAAwCyUa5mDAWsjgvDyeietsAKM0a0apa7euKoxu134LeyGIu1rQ7ZQvs6zefcCBg8KAjeabXqCjBtKIi9vGEs6cuNATKihPM7hV4G2qhs%2FpMNRlDs3Q8wlrHsUQpnzBdRG62o9e2%2BKDH6TfypYTJ4Yc6mNzbxXyjOp6pMXk%2BisDlbHhzrJ6Fo%2FCkVTRPGiEWh746tsT368lwz024Nb2SH5nufQFI7lkGkTlzMlF02A%2BrWIYwMlVf8D6NTv89Sx4xaGXw%3D%3D%7Ctkp%3ABk9SR_at-ZPfYQ
Champion Crew Socks 6-Pack Double Dry Performance Men's Non-Chafe Toe sz 6-12,15.75,Brand New,https://www.ebay.com/itm/303331989151?epid=691178098&hash=item469ffed69f:g:J~kAAOSwXR1gKQ~0&amdata=enc%3AAQAHAAAAwI6OMJb0XmdWq1jolflFzRHjtdqSS0%2Fp4mbmefO8L9B0LS1Q1DmNyTwM3t4pGT%2BSC%2FsXba8OxD1xQYXdnVQTIGozv3BtVYW%2Ffhj%2BIQWxScnV%2FH%2B1CvTkledaW5KWm%2F2%2BG9oNWqwQuYdjaIhYFdib8ezsUpH6ms8cZTE7P6IEzUdYfJM3NDZdLsIHIckLRjVWWvBdMFWbOBybgLS%2FFGtoBGaiZZdBtTDQyM38PgZNAP5yYOuUwjuH4%2BmUz5OIBJ2Uqg%3D%3D%7Ctkp%3ABk9SR_at-ZPfYQ
12 Pairs 1 Dozen Old School Striped Crew Socks Retro Athletic Casual Classic,23.95,Brand New,https://www.ebay.com/itm/262236160693?hash=item3d0e7e42b5:g:TKcAAOSwoydWlGLo&amdata=enc%3AAQAHAAAAwD5VwKSH2gP1c1H%2B%2Bd2oLtTTLWmfKdsSN1bFrveQvBlLvPphiBiGkQIKGhAutaoAy733J773syLeefSHcXhtHsw3NXG6FPRULZLOjpRLO%2B29jB108cXD0wuf5z029hTcRKKV1Fg55dkfAV%2BSATcyGOsmZaXiVyH2U98wknaqB4atGevihBf95xT3%2Bz73950b1WeBbhnM3e%2FQBBaiFRsVquZf%2FsyLQoJX5gyLkRvN%2BGbbztbXFVGxCV3ZQoGg7%2B6HAw%3D%3D%7Ctkp%3ABk9SR_at-ZPfYQ
Compression Socks Stockings Men Women 20-30mmHg Support Miracle Calf Leg Sport,5.99 to 7.99,Brand New,https://www.ebay.com/itm/233293542719?hash=item365160f53f:g:MI4AAOSw7F9dNYRW&amdata=enc%3AAQAHAAAA4Cj0TlXQQci%2FcDRsu9g%2BsBCmAo4OIxzFGYtfukfn%2Fx0hEFtQYFh%2BLElsnJwVfsEDO3KB1YxIH7o3hhw2UgPHFZ9OpxtrnRVCrMqKJlCGmOLH60TaqGWgfzx%2BbsXyP6nbeOfxYFEsCrxB4bnUK7td4Gb8qS0BqONX1YtxNZSN64s4V7W2%2BwUDjewe372b8VFDAjZsp7yFhBu8DF6VV7Ta6iqRc9JqQ%2BGYoU7JgAWBbs%2FB2IXjk%2BHY0SiD8wVvolPZ2DyO2mjhcjBlyBhZEym8PgRPmhFNEipNMz0WXQ6cnFnJ%7Ctkp%3ABk9SR_at-ZPfYQ
New ListingBombas Men's Large 10-13 Men Calf Socks Black 5 Pairs,24.95,Brand New,https://www.ebay.com/itm/404208412156?epid=9035155052&hash=item5e1cb2e5fc:g:R0QAAOSw91tjUvrs&amdata=enc%3AAQAHAAAA4HJmYk%2BAib7znDc8tneFujLiSmZcPrJs05WkqCpHXT%2FJWP0IdWI9pdOunb7gp7RpNFIJ6dtBok5O%2FMx3fwvHwMRqepmMKcOGBAf3%2FdAUxc62X%2FVHddedqT6bQLyZhM4gU1tQs%2Fz33DEunpXu5%2F4amdsaei6Wn%2Fmxgmaue7IyHo%2BL02MOuRoie%2Bx9obopplm3KXDeO896TYseIow%2BEcLgg7he73q%2FqYvCaeF972XXKSAuJcNT0rku9lwvQlnv8SxHC3SQFACTwFmOYPj%2F4lgPEL3kSFFm%2B8tt0v9AY8XZPtG7%7Ctkp%3ABk9SR_at-ZPfYQ
Hanes® Men’s 6/12-Pairs Crew SOCKS  FreshIQ®-Cushioned-Cotton,12.99 to 24.99,Brand New,https://www.ebay.com/itm/185579008395?epid=691167760&hash=item2b355ef18b:g:RPAAAOSwWWtjILnP&amdata=enc%3AAQAHAAAA4CQt70jZiUXIgGo9WD4IKT5%2BnBWu3dX5WCjhOVE88m0CnsqpRFTpgeJmeULMUassKY2qdz9YwlRO6cjcX%2BIQPSlTqDAvFAzkNx6DSfKs3if5aqkBrXIgv8e5GAoHL%2BYDAfVcIAzcbjGXgf8TwNWwC1KuBUHJDCTpDdzUKSILB6Y%2Fm9GRtFZmKAa%2FSOzVeoL%2FpAsM7GrqyA3mzpJmUh3VupNltzcKCvO%2BkW%2F1Z55A%2FBQ03JNE%2Fk9%2Fz7cBvxdnIDVbBdEvkZMZ3jiN%2BPLhQalngNGExhNob%2FQJyxY4hVOhTmdv%7Ctkp%3ABk9SR_at-ZPfYQ
